t x y
0 10 0
0.01 10 0.009
0.02 9.99998 0.018
0.03 9.99996 0.027
0.04 9.99992 0.0359999
0.05 9.99988 0.0449998
0.06 9.99982 0.0539997
0.07 9.99976 0.0629995
0.08 9.99968 0.0719992
0.09 9.9996 0.0809989
0.1 9.9995 0.0899985
0.11 9.9994 0.098998
0.12 9.99928 0.107997
0.13 9.99916 0.116997
0.14 9.99902 0.125996
0.15 9.99888 0.134995
0.16 9.99872 0.143994
0.17 9.99856 0.152993
0.18 9.99838 0.161991
0.19 9.9982 0.17099
0.2 9.998 0.179988
0.21 9.9978 0.188986
0.22 9.99758 0.197984
0.23 9.99736 0.206982
0.24 9.99712 0.215979
0.25 9.99688 0.224977
0.26 9.99662 0.233974
0.27 9.99636 0.24297
0.28 9.99608 0.251967
0.29 9.9958 0.260963
0.3 9.9955 0.269959
0.31 9.9952 0.278955
0.32 9.99488 0.287951
0.33 9.99456 0.296946
0.34 9.99422 0.305941
0.35 9.99388 0.314936
0.36 9.99352 0.32393
0.37 9.99316 0.332924
0.38 9.99278 0.341918
0.39 9.9924 0.350911
0.4 9.992 0.359904
0.41 9.9916 0.368897
0.42 9.99118 0.377889
0.43 9.99076 0.386881
0.44 9.99032 0.395872
0.45 9.98988 0.404863
0.46 9.98942 0.413854
0.47 9.98896 0.422844
0.48 9.98848 0.431834
0.49 9.988 0.440823
0.5 9.9875 0.449812
0.51 9.987 0.458801
0.52 9.98648 0.467789
0.53 9.98596 0.476777
0.54 9.98542 0.485764
0.55 9.98488 0.49475
0.56 9.98432 0.503737
0.57 9.98376 0.512722
0.58 9.98318 0.521707
0.59 9.9826 0.530692
0.6 9.982 0.539676
0.61 9.9814 0.548659
0.62 9.98078 0.557642
0.63 9.98016 0.566625
0.64 9.97952 0.575607
0.65 9.97888 0.584588
0.66 9.97822 0.593569
0.67 9.97756 0.602549
0.68 9.97688 0.611528
0.69 9.9762 0.620507
0.7 9.9755 0.629485
0.71 9.9748 0.638463
0.72 9.97408 0.64744
0.73 9.97336 0.656416
0.74 9.97263 0.665392
0.75 9.97188 0.674367
0.76 9.97113 0.683341
0.77 9.97036 0.692315
0.78 9.96959 0.701288
0.79 9.9688 0.71026
0.8 9.96801 0.719232
0.81 9.9672 0.728203
0.82 9.96639 0.737173
0.83 9.96556 0.746142
0.84 9.96473 0.755111
0.85 9.96388 0.764079
0.86 9.96303 0.773046
0.87 9.96217 0.782012
0.88 9.96129 0.790977
0.89 9.96041 0.799942
0.9 9.95951 0.808906
0.91 9.95861 0.817869
0.92 9.95769 0.826832
0.93 9.95677 0.835793
0.94 9.95583 0.844754
0.95 9.95489 0.853713
0.96 9.95394 0.862672
0.97 9.95297 0.87163
0.98 9.952 0.880588
0.99 9.95101 0.889544
1 9.95002 0.898499
1.01 9.94901 0.907454
1.02 9.948 0.916408
1.03 9.94698 0.92536
1.04 9.94594 0.934312
1.05 9.9449 0.943263
1.06 9.94384 0.952213
1.07 9.94278 0.961162
1.08 9.9417 0.97011
1.09 9.94062 0.979057
1.1 9.93953 0.988003
1.11 9.93842 0.996948
1.12 9.93731 1.00589
1.13 9.93618 1.01483
1.14 9.93505 1.02378
1.15 9.93391 1.03272
1.16 9.93275 1.04166
1.17 9.93159 1.0506
1.18 9.93041 1.05953
1.19 9.92923 1.06847
1.2 9.92804 1.07741
1.21 9.92683 1.08634
1.22 9.92562 1.09527
1.23 9.9244 1.10421
1.24 9.92316 1.11314
1.25 9.92192 1.12207
1.26 9.92067 1.131
1.27 9.9194 1.13993
1.28 9.91813 1.14885
1.29 9.91684 1.15778
1.3 9.91555 1.1667
1.31 9.91425 1.17563
1.32 9.91293 1.18455
1.33 9.91161 1.19347
1.34 9.91028 1.20239
1.35 9.90893 1.21131
1.36 9.90758 1.22022
1.37 9.90622 1.22914
1.38 9.90485 1.23806
1.39 9.90346 1.24697
1.4 9.90207 1.25588
1.41 9.90067 1.26479
1.42 9.89925 1.2737
1.43 9.89783 1.28261
1.44 9.8964 1.29152
1.45 9.89495 1.30042
1.46 9.8935 1.30933
1.47 9.89204 1.31823
1.48 9.89057 1.32713
1.49 9.88908 1.33603
1.5 9.88759 1.34493
1.51 9.88609 1.35383
1.52 9.88458 1.36273
1.53 9.88305 1.37162
1.54 9.88152 1.38052
1.55 9.87998 1.38941
1.56 9.87843 1.3983
1.57 9.87686 1.40719
1.58 9.87529 1.41608
1.59 9.87371 1.42496
1.6 9.87212 1.43385
1.61 9.87052 1.44273
1.62 9.8689 1.45162
1.63 9.86728 1.4605
1.64 9.86565 1.46938
1.65 9.86401 1.47826
1.66 9.86236 1.48713
1.67 9.86069 1.49601
1.68 9.85902 1.50488
1.69 9.85734 1.51375
1.7 9.85565 1.52262
1.71 9.85395 1.53149
1.72 9.85224 1.54036
1.73 9.85052 1.54923
1.74 9.84879 1.55809
1.75 9.84704 1.56695
1.76 9.84529 1.57581
1.77 9.84353 1.58467
1.78 9.84176 1.59353
1.79 9.83998 1.60239
1.8 9.83819 1.61124
1.81 9.83639 1.62009
1.82 9.83458 1.62895
1.83 9.83276 1.6378
1.84 9.83093 1.64664
1.85 9.82909 1.65549
1.86 9.82724 1.66434
1.87 9.82538 1.67318
1.88 9.82351 1.68202
1.89 9.82162 1.69086
1.9 9.81973 1.6997
1.91 9.81783 1.70853
1.92 9.81592 1.71737
1.93 9.81401 1.7262
1.94 9.81208 1.73503
1.95 9.81014 1.74386
1.96 9.80819 1.75269
1.97 9.80623 1.76152
1.98 9.80426 1.77034
1.99 9.80228 1.77916
2 9.80029 1.78798
2.01 9.79829 1.7968
2.02 9.79628 1.80562
2.03 9.79426 1.81443
2.04 9.79223 1.82325
2.05 9.79019 1.83206
2.06 9.78814 1.84087
2.07 9.78609 1.84968
2.08 9.78402 1.85848
2.09 9.78194 1.86728
2.1 9.77985 1.87609
2.11 9.77775 1.88489
2.12 9.77564 1.89368
2.13 9.77353 1.90248
2.14 9.7714 1.91128
2.15 9.76926 1.92007
2.16 9.76711 1.92886
2.17 9.76496 1.93765
2.18 9.76279 1.94643
2.19 9.76061 1.95522
2.2 9.75842 1.964
2.21 9.75623 1.97278
2.22 9.75402 1.98156
2.23 9.7518 1.99034
2.24 9.74957 1.99911
2.25 9.74734 2.00788
2.26 9.74509 2.01665
2.27 9.74283 2.02542
2.28 9.74057 2.03419
2.29 9.73829 2.04295
2.3 9.73601 2.05172
2.31 9.73371 2.06048
2.32 9.7314 2.06923
2.33 9.72909 2.07799
2.34 9.72676 2.08674
2.35 9.72443 2.09549
2.36 9.72208 2.10424
2.37 9.71973 2.11299
2.38 9.71736 2.12174
2.39 9.71498 2.13048
2.4 9.7126 2.13922
2.41 9.7102 2.14796
2.42 9.7078 2.1567
2.43 9.70539 2.16543
2.44 9.70296 2.17416
2.45 9.70053 2.18289
2.46 9.69808 2.19162
2.47 9.69563 2.20035
2.48 9.69316 2.20907
2.49 9.69069 2.21779
2.5 9.68821 2.22651
2.51 9.68571 2.23523
2.52 9.68321 2.24394
2.53 9.6807 2.25265
2.54 9.67817 2.26136
2.55 9.67564 2.27007
2.56 9.6731 2.27878
2.57 9.67054 2.28748
2.58 9.66798 2.29618
2.59 9.66541 2.30488
2.6 9.66283 2.31357
2.61 9.66024 2.32227
2.62 9.65763 2.33096
2.63 9.65502 2.33965
2.64 9.6524 2.34833
2.65 9.64977 2.35702
2.66 9.64713 2.3657
2.67 9.64448 2.37438
2.68 9.64181 2.38305
2.69 9.63914 2.39173
2.7 9.63646 2.4004
2.71 9.63377 2.40907
2.72 9.63107 2.41774
2.73 9.62836 2.4264
2.74 9.62564 2.43506
2.75 9.62291 2.44372
2.76 9.62017 2.45238
2.77 9.61742 2.46103
2.78 9.61466 2.46968
2.79 9.61189 2.47833
2.8 9.60911 2.48698
2.81 9.60633 2.49562
2.82 9.60353 2.50427
2.83 9.60072 2.51291
2.84 9.5979 2.52154
2.85 9.59507 2.53018
2.86 9.59223 2.53881
2.87 9.58939 2.54744
2.88 9.58653 2.55606
2.89 9.58366 2.56469
2.9 9.58078 2.57331
2.91 9.5779 2.58193
2.92 9.575 2.59054
2.93 9.57209 2.59915
2.94 9.56918 2.60776
2.95 9.56625 2.61637
2.96 9.56331 2.62498
2.97 9.56037 2.63358
2.98 9.55741 2.64218
2.99 9.55445 2.65078
3 9.55147 2.65937
3.01 9.54849 2.66796
3.02 9.54549 2.67655
3.03 9.54249 2.68514
3.04 9.53947 2.69372
3.05 9.53645 2.7023
3.06 9.53341 2.71088
3.07 9.53037 2.71945
3.08 9.52732 2.72803
3.09 9.52425 2.73659
3.1 9.52118 2.74516
3.11 9.5181 2.75373
3.12 9.515 2.76229
3.13 9.5119 2.77084
3.14 9.50879 2.7794
3.15 9.50567 2.78795
3.16 9.50253 2.7965
3.17 9.49939 2.80505
3.18 9.49624 2.81359
3.19 9.49308 2.82213
3.2 9.48991 2.83067
3.21 9.48673 2.8392
3.22 9.48354 2.84774
3.23 9.48034 2.85627
3.24 9.47713 2.86479
3.25 9.47391 2.87332
3.26 9.47068 2.88184
3.27 9.46744 2.89035
3.28 9.46419 2.89887
3.29 9.46093 2.90738
3.3 9.45766 2.91589
3.31 9.45438 2.92439
3.32 9.45109 2.93289
3.33 9.4478 2.94139
3.34 9.44449 2.94989
3.35 9.44117 2.95838
3.36 9.43784 2.96687
3.37 9.43451 2.97536
3.38 9.43116 2.98384
3.39 9.4278 2.99233
3.4 9.42444 3.0008
3.41 9.42106 3.00928
3.42 9.41767 3.01775
3.43 9.41428 3.02622
3.44 9.41087 3.03468
3.45 9.40746 3.04315
3.46 9.40403 3.0516
3.47 9.4006 3.06006
3.48 9.39716 3.06851
3.49 9.3937 3.07696
3.5 9.39024 3.08541
3.51 9.38677 3.09385
3.52 9.38328 3.10229
3.53 9.37979 3.11073
3.54 9.37629 3.11916
3.55 9.37278 3.12759
3.56 9.36925 3.13602
3.57 9.36572 3.14444
3.58 9.36218 3.15286
3.59 9.35863 3.16128
3.6 9.35507 3.1697
3.61 9.3515 3.17811
3.62 9.34792 3.18651
3.63 9.34433 3.19492
3.64 9.34073 3.20332
3.65 9.33712 3.21172
3.66 9.3335 3.22011
3.67 9.32987 3.2285
3.68 9.32623 3.23689
3.69 9.32259 3.24527
3.7 9.31893 3.25365
3.71 9.31526 3.26203
3.72 9.31158 3.2704
3.73 9.3079 3.27877
3.74 9.3042 3.28714
3.75 9.30049 3.29551
3.76 9.29678 3.30387
3.77 9.29305 3.31222
3.78 9.28932 3.32058
3.79 9.28557 3.32893
3.8 9.28182 3.33727
3.81 9.27805 3.34562
3.82 9.27428 3.35395
3.83 9.2705 3.36229
3.84 9.2667 3.37062
3.85 9.2629 3.37895
3.86 9.25909 3.38728
3.87 9.25527 3.3956
3.88 9.25143 3.40392
3.89 9.24759 3.41223
3.9 9.24374 3.42054
3.91 9.23988 3.42885
3.92 9.23601 3.43716
3.93 9.23213 3.44546
3.94 9.22824 3.45375
3.95 9.22434 3.46205
3.96 9.22043 3.47034
3.97 9.21651 3.47862
3.98 9.21258 3.4869
3.99 9.20865 3.49518
4 9.2047 3.50346
4.01 9.20074 3.51173
4.02 9.19677 3.52
4.03 9.1928 3.52826
4.04 9.18881 3.53652
4.05 9.18482 3.54478
4.06 9.18081 3.55303
4.07 9.1768 3.56128
4.08 9.17277 3.56953
4.09 9.16874 3.57777
4.1 9.16469 3.58601
4.11 9.16064 3.59424
4.12 9.15658 3.60247
4.13 9.1525 3.6107
4.14 9.14842 3.61892
4.15 9.14433 3.62714
4.16 9.14023 3.63535
4.17 9.13612 3.64357
4.18 9.132 3.65177
4.19 9.12786 3.65998
4.2 9.12372 3.66818
4.21 9.11958 3.67637
4.22 9.11542 3.68457
4.23 9.11125 3.69275
4.24 9.10707 3.70094
4.25 9.10288 3.70912
4.26 9.09868 3.71729
4.27 9.09448 3.72547
4.28 9.09026 3.73364
4.29 9.08603 3.7418
4.3 9.0818 3.74996
4.31 9.07755 3.75812
4.32 9.0733 3.76627
4.33 9.06903 3.77442
4.34 9.06476 3.78257
4.35 9.06048 3.79071
4.36 9.05618 3.79884
4.37 9.05188 3.80698
4.38 9.04757 3.81511
4.39 9.04324 3.82323
4.4 9.03891 3.83135
4.41 9.03457 3.83947
4.42 9.03022 3.84758
4.43 9.02586 3.85569
4.44 9.02149 3.8638
4.45 9.01711 3.8719
4.46 9.01272 3.87999
4.47 9.00833 3.88809
4.48 9.00392 3.89617
4.49 8.9995 3.90426
4.5 8.99507 3.91234
4.51 8.99064 3.92041
4.52 8.98619 3.92849
4.53 8.98174 3.93655
4.54 8.97727 3.94462
4.55 8.9728 3.95268
4.56 8.96831 3.96073
4.57 8.96382 3.96878
4.58 8.95932 3.97683
4.59 8.9548 3.98487
4.6 8.95028 3.99291
4.61 8.94575 4.00094
4.62 8.94121 4.00897
4.63 8.93666 4.017
4.64 8.9321 4.02502
4.65 8.92753 4.03304
4.66 8.92295 4.04105
4.67 8.91836 4.04906
4.68 8.91376 4.05706
4.69 8.90915 4.06506
4.7 8.90454 4.07306
4.71 8.89991 4.08105
4.72 8.89527 4.08903
4.73 8.89063 4.09701
4.74 8.88597 4.10499
4.75 8.88131 4.11297
4.76 8.87664 4.12094
4.77 8.87195 4.1289
4.78 8.86726 4.13686
4.79 8.86256 4.14482
4.8 8.85785 4.15277
4.81 8.85312 4.16071
4.82 8.84839 4.16866
4.83 8.84365 4.1766
4.84 8.8389 4.18453
4.85 8.83414 4.19246
4.86 8.82938 4.20038
4.87 8.8246 4.2083
4.88 8.81981 4.21622
4.89 8.81501 4.22413
4.9 8.81021 4.23204
4.91 8.80539 4.23994
4.92 8.80057 4.24784
4.93 8.79573 4.25573
4.94 8.79089 4.26362
4.95 8.78603 4.2715
4.96 8.78117 4.27938
4.97 8.7763 4.28726
4.98 8.77142 4.29513
4.99 8.76653 4.30299
5 8.76163 4.31085
5.01 8.75672 4.31871
5.02 8.7518 4.32656
5.03 8.74687 4.33441
5.04 8.74193 4.34225
5.05 8.73698 4.35009
5.06 8.73203 4.35792
5.07 8.72706 4.36575
5.08 8.72208 4.37357
5.09 8.7171 4.38139
5.1 8.7121 4.38921
5.11 8.7071 4.39702
5.12 8.70209 4.40482
5.13 8.69706 4.41262
5.14 8.69203 4.42042
5.15 8.68699 4.42821
5.16 8.68194 4.43599
5.17 8.67688 4.44377
5.18 8.67181 4.45155
5.19 8.66673 4.45932
5.2 8.66164 4.46709
5.21 8.65654 4.47485
5.22 8.65144 4.4826
5.23 8.64632 4.49036
5.24 8.6412 4.4981
5.25 8.63606 4.50585
5.26 8.63092 4.51358
5.27 8.62576 4.52132
5.28 8.6206 4.52904
5.29 8.61543 4.53677
5.3 8.61025 4.54448
5.31 8.60505 4.5522
5.32 8.59985 4.5599
5.33 8.59464 4.56761
5.34 8.58943 4.57531
5.35 8.5842 4.583
5.36 8.57896 4.59069
5.37 8.57371 4.59837
5.38 8.56846 4.60605
5.39 8.56319 4.61372
5.4 8.55792 4.62139
5.41 8.55263 4.62905
5.42 8.54734 4.63671
5.43 8.54204 4.64436
5.44 8.53672 4.65201
5.45 8.5314 4.65965
5.46 8.52607 4.66729
5.47 8.52073 4.67492
5.48 8.51538 4.68255
5.49 8.51002 4.69017
5.5 8.50466 4.69779
5.51 8.49928 4.7054
5.52 8.49389 4.71301
5.53 8.4885 4.72061
5.54 8.48309 4.72821
5.55 8.47768 4.7358
5.56 8.47225 4.74339
5.57 8.46682 4.75097
5.58 8.46138 4.75855
5.59 8.45593 4.76612
5.6 8.45047 4.77368
5.61 8.445 4.78124
5.62 8.43952 4.7888
5.63 8.43403 4.79635
5.64 8.42853 4.80389
5.65 8.42303 4.81143
5.66 8.41751 4.81897
5.67 8.41199 4.8265
5.68 8.40645 4.83402
5.69 8.40091 4.84154
5.7 8.39536 4.84905
5.71 8.3898 4.85656
5.72 8.38422 4.86406
5.73 8.37864 4.87156
5.74 8.37305 4.87905
5.75 8.36746 4.88654
5.76 8.36185 4.89402
5.77 8.35623 4.90149
5.78 8.3506 4.90896
5.79 8.34497 4.91643
5.8 8.33932 4.92389
5.81 8.33367 4.93134
5.82 8.32801 4.93879
5.83 8.32234 4.94623
5.84 8.31665 4.95367
5.85 8.31096 4.9611
5.86 8.30526 4.96853
5.87 8.29956 4.97595
5.88 8.29384 4.98337
5.89 8.28811 4.99078
5.9 8.28237 4.99818
5.91 8.27663 5.00558
5.92 8.27087 5.01297
5.93 8.26511 5.02036
5.94 8.25934 5.02774
5.95 8.25355 5.03512
5.96 8.24776 5.04249
5.97 8.24196 5.04986
5.98 8.23615 5.05722
5.99 8.23034 5.06457
6 8.22451 5.07192
6.01 8.21867 5.07927
6.02 8.21283 5.0866
6.03 8.20697 5.09394
6.04 8.20111 5.10126
6.05 8.19523 5.10858
6.06 8.18935 5.1159
6.07 8.18346 5.12321
6.08 8.17756 5.13051
6.09 8.17165 5.13781
6.1 8.16573 5.1451
6.11 8.1598 5.15239
6.12 8.15387 5.15967
6.13 8.14792 5.16695
6.14 8.14196 5.17422
6.15 8.136 5.18148
6.16 8.13003 5.18874
6.17 8.12405 5.19599
6.18 8.11805 5.20324
6.19 8.11205 5.21048
6.2 8.10604 5.21771
6.21 8.10003 5.22494
6.22 8.094 5.23216
6.23 8.08796 5.23938
6.24 8.08192 5.24659
6.25 8.07586 5.2538
6.26 8.0698 5.261
6.27 8.06373 5.26819
6.28 8.05764 5.27538
6.29 8.05155 5.28256
6.3 8.04545 5.28974
6.31 8.03935 5.29691
6.32 8.03323 5.30407
6.33 8.0271 5.31123
6.34 8.02097 5.31838
6.35 8.01482 5.32553
6.36 8.00867 5.33267
6.37 8.0025 5.3398
6.38 7.99633 5.34693
6.39 7.99015 5.35405
6.4 7.98396 5.36117
6.41 7.97776 5.36828
6.42 7.97156 5.37538
6.43 7.96534 5.38248
6.44 7.95911 5.38957
6.45 7.95288 5.39666
6.46 7.94664 5.40374
6.47 7.94038 5.41081
6.48 7.93412 5.41788
6.49 7.92785 5.42494
6.5 7.92157 5.432
6.51 7.91528 5.43905
6.52 7.90899 5.44609
6.53 7.90268 5.45313
6.54 7.89637 5.46016
6.55 7.89004 5.46718
6.56 7.88371 5.4742
6.57 7.87737 5.48122
6.58 7.87102 5.48822
6.59 7.86466 5.49522
6.6 7.85829 5.50222
6.61 7.85191 5.5092
6.62 7.84553 5.51618
6.63 7.83913 5.52316
6.64 7.83273 5.53013
6.65 7.82631 5.53709
6.66 7.81989 5.54405
6.67 7.81346 5.551
6.68 7.80702 5.55794
6.69 7.80057 5.56488
6.7 7.79412 5.57181
6.71 7.78765 5.57873
6.72 7.78118 5.58565
6.73 7.77469 5.59256
6.74 7.7682 5.59947
6.75 7.7617 5.60637
6.76 7.75519 5.61326
6.77 7.74867 5.62015
6.78 7.74214 5.62703
6.79 7.7356 5.6339
6.8 7.72906 5.64077
6.81 7.7225 5.64763
6.82 7.71594 5.65448
6.83 7.70937 5.66133
6.84 7.70279 5.66817
6.85 7.6962 5.67501
6.86 7.6896 5.68184
6.87 7.68299 5.68866
6.88 7.67637 5.69547
6.89 7.66975 5.70228
6.9 7.66311 5.70909
6.91 7.65647 5.71588
6.92 7.64982 5.72267
6.93 7.64316 5.72945
6.94 7.63649 5.73623
6.95 7.62981 5.743
6.96 7.62313 5.74976
6.97 7.61643 5.75652
6.98 7.60973 5.76327
6.99 7.60302 5.77001
7 7.59629 5.77675
7.01 7.58956 5.78348
7.02 7.58283 5.7902
7.03 7.57608 5.79692
7.04 7.56932 5.80363
7.05 7.56256 5.81033
7.06 7.55578 5.81703
7.07 7.549 5.82372
7.08 7.54221 5.8304
7.09 7.53541 5.83707
7.1 7.5286 5.84374
7.11 7.52178 5.85041
7.12 7.51496 5.85706
7.13 7.50812 5.86371
7.14 7.50128 5.87035
7.15 7.49443 5.87699
7.16 7.48757 5.88362
7.17 7.4807 5.89024
7.18 7.47382 5.89686
7.19 7.46693 5.90347
7.2 7.46004 5.91007
7.21 7.45313 5.91666
7.22 7.44622 5.92325
7.23 7.4393 5.92983
7.24 7.43237 5.9364
7.25 7.42543 5.94297
7.26 7.41848 5.94953
7.27 7.41153 5.95608
7.28 7.40456 5.96263
7.29 7.39759 5.96917
7.3 7.39061 5.9757
7.31 7.38362 5.98223
7.32 7.37662 5.98875
7.33 7.36961 5.99526
7.34 7.3626 6.00176
7.35 7.35557 6.00826
7.36 7.34854 6.01475
7.37 7.3415 6.02124
7.38 7.33444 6.02771
7.39 7.32739 6.03418
7.4 7.32032 6.04064
7.41 7.31324 6.0471
7.42 7.30616 6.05355
7.43 7.29906 6.05999
7.44 7.29196 6.06642
7.45 7.28485 6.07285
7.46 7.27773 6.07927
7.47 7.27061 6.08568
7.48 7.26347 6.09209
7.49 7.25632 6.09849
7.5 7.24917 6.10488
7.51 7.24201 6.11126
7.52 7.23484 6.11764
7.53 7.22766 6.12401
7.54 7.22047 6.13037
7.55 7.21328 6.13673
7.56 7.20608 6.14307
7.57 7.19886 6.14942
7.58 7.19164 6.15575
7.59 7.18441 6.16208
7.6 7.17717 6.16839
7.61 7.16993 6.17471
7.62 7.16267 6.18101
7.63 7.15541 6.18731
7.64 7.14814 6.1936
7.65 7.14086 6.19988
7.66 7.13357 6.20616
7.67 7.12627 6.21242
7.68 7.11897 6.21868
7.69 7.11165 6.22494
7.7 7.10433 6.23118
7.71 7.097 6.23742
7.72 7.08966 6.24365
7.73 7.08231 6.24988
7.74 7.07496 6.25609
7.75 7.06759 6.2623
7.76 7.06022 6.2685
7.77 7.05284 6.2747
7.78 7.04545 6.28088
7.79 7.03805 6.28706
7.8 7.03064 6.29323
7.81 7.02323 6.2994
7.82 7.01581 6.30556
7.83 7.00837 6.3117
7.84 7.00093 6.31785
7.85 6.99349 6.32398
7.86 6.98603 6.33011
7.87 6.97856 6.33623
7.88 6.97109 6.34234
7.89 6.96361 6.34844
7.9 6.95612 6.35454
7.91 6.94862 6.36062
7.92 6.94112 6.36671
7.93 6.9336 6.37278
7.94 6.92608 6.37884
7.95 6.91855 6.3849
7.96 6.91101 6.39095
7.97 6.90346 6.397
7.98 6.8959 6.40303
7.99 6.88834 6.40906
8 6.88076 6.41508
8.01 6.87318 6.42109
8.02 6.86559 6.42709
8.03 6.858 6.43309
8.04 6.85039 6.43908
8.05 6.84278 6.44506
8.06 6.83515 6.45103
8.07 6.82752 6.457
8.08 6.81989 6.46296
8.09 6.81224 6.46891
8.1 6.80458 6.47485
8.11 6.79692 6.48078
8.12 6.78925 6.48671
8.13 6.78157 6.49263
8.14 6.77388 6.49854
8.15 6.76618 6.50444
8.16 6.75848 6.51034
8.17 6.75077 6.51622
8.18 6.74305 6.5221
8.19 6.73532 6.52798
8.2 6.72758 6.53384
8.21 6.71984 6.53969
8.22 6.71208 6.54554
8.23 6.70432 6.55138
8.24 6.69655 6.55721
8.25 6.68877 6.56304
8.26 6.68099 6.56885
8.27 6.67319 6.57466
8.28 6.66539 6.58046
8.29 6.65758 6.58625
8.3 6.64976 6.59204
8.31 6.64194 6.59781
8.32 6.6341 6.60358
8.33 6.62626 6.60934
8.34 6.61841 6.61509
8.35 6.61055 6.62084
8.36 6.60268 6.62657
8.37 6.59481 6.6323
8.38 6.58692 6.63802
8.39 6.57903 6.64373
8.4 6.57113 6.64943
8.41 6.56323 6.65513
8.42 6.55531 6.66081
8.43 6.54739 6.66649
8.44 6.53946 6.67216
8.45 6.53152 6.67782
8.46 6.52357 6.68348
8.47 6.51562 6.68912
8.48 6.50765 6.69476
8.49 6.49968 6.70039
8.5 6.4917 6.70601
8.51 6.48371 6.71163
8.52 6.47572 6.71723
8.53 6.46772 6.72283
8.54 6.4597 6.72841
8.55 6.45169 6.73399
8.56 6.44366 6.73957
8.57 6.43562 6.74513
8.58 6.42758 6.75068
8.59 6.41953 6.75623
8.6 6.41147 6.76177
8.61 6.4034 6.7673
8.62 6.39533 6.77282
8.63 6.38725 6.77833
8.64 6.37916 6.78384
8.65 6.37106 6.78933
8.66 6.36295 6.79482
8.67 6.35484 6.8003
8.68 6.34672 6.80577
8.69 6.33859 6.81123
8.7 6.33045 6.81669
8.71 6.3223 6.82213
8.72 6.31415 6.82757
8.73 6.30599 6.833
8.74 6.29782 6.83842
8.75 6.28964 6.84383
8.76 6.28146 6.84924
8.77 6.27326 6.85463
8.78 6.26506 6.86002
8.79 6.25685 6.86539
8.8 6.24864 6.87076
8.81 6.24041 6.87612
8.82 6.23218 6.88147
8.83 6.22394 6.88682
8.84 6.2157 6.89215
8.85 6.20744 6.89748
8.86 6.19918 6.9028
8.87 6.19091 6.9081
8.88 6.18263 6.9134
8.89 6.17434 6.9187
8.9 6.16605 6.92398
8.91 6.15775 6.92925
8.92 6.14944 6.93452
8.93 6.14112 6.93977
8.94 6.1328 6.94502
8.95 6.12446 6.95026
8.96 6.11612 6.95549
8.97 6.10777 6.96071
8.98 6.09942 6.96593
8.99 6.09106 6.97113
9 6.08268 6.97633
9.01 6.07431 6.98151
9.02 6.06592 6.98669
9.03 6.05753 6.99186
9.04 6.04912 6.99702
9.05 6.04072 7.00217
9.06 6.0323 7.00731
9.07 6.02387 7.01245
9.08 6.01544 7.01757
9.09 6.007 7.02269
9.1 5.99855 7.02779
9.11 5.9901 7.03289
9.12 5.98164 7.03798
9.13 5.97317 7.04306
9.14 5.96469 7.04813
9.15 5.9562 7.05319
9.16 5.94771 7.05825
9.17 5.93921 7.06329
9.18 5.9307 7.06833
9.19 5.92219 7.07335
9.2 5.91366 7.07837
9.21 5.90513 7.08338
9.22 5.89659 7.08838
9.23 5.88805 7.09337
9.24 5.8795 7.09835
9.25 5.87094 7.10332
9.26 5.86237 7.10828
9.27 5.85379 7.11324
9.28 5.84521 7.11818
9.29 5.83662 7.12312
9.3 5.82802 7.12804
9.31 5.81941 7.13296
9.32 5.8108 7.13787
9.33 5.80218 7.14277
9.34 5.79355 7.14766
9.35 5.78492 7.15254
9.36 5.77627 7.15741
9.37 5.76762 7.16227
9.38 5.75897 7.16713
9.39 5.7503 7.17197
9.4 5.74163 7.1768
9.41 5.73295 7.18163
9.42 5.72426 7.18645
9.43 5.71557 7.19125
9.44 5.70686 7.19605
9.45 5.69815 7.20084
9.46 5.68944 7.20562
9.47 5.68071 7.21039
9.48 5.67198 7.21515
9.49 5.66324 7.2199
9.5 5.6545 7.22464
9.51 5.64574 7.22937
9.52 5.63698 7.2341
9.53 5.62822 7.23881
9.54 5.61944 7.24352
9.55 5.61066 7.24821
9.56 5.60187 7.2529
9.57 5.59307 7.25757
9.58 5.58427 7.26224
9.59 5.57545 7.2669
9.6 5.56663 7.27154
9.61 5.55781 7.27618
9.62 5.54897 7.28081
9.63 5.54013 7.28543
9.64 5.53129 7.29004
9.65 5.52243 7.29464
9.66 5.51357 7.29923
9.67 5.5047 7.30381
9.68 5.49582 7.30838
9.69 5.48694 7.31294
9.7 5.47805 7.3175
9.71 5.46915 7.32204
9.72 5.46024 7.32657
9.73 5.45133 7.3311
9.74 5.44241 7.33561
9.75 5.43348 7.34012
9.76 5.42455 7.34461
9.77 5.41561 7.3491
9.78 5.40666 7.35357
9.79 5.3977 7.35804
9.8 5.38874 7.36249
9.81 5.37977 7.36694
9.82 5.3708 7.37138
9.83 5.36181 7.3758
9.84 5.35282 7.38022
9.85 5.34382 7.38463
9.86 5.33482 7.38903
9.87 5.32581 7.39341
9.88 5.31679 7.39779
9.89 5.30776 7.40216
9.9 5.29873 7.40652
9.91 5.28969 7.41087
9.92 5.28064 7.41521
9.93 5.27159 7.41954
9.94 5.26252 7.42386
9.95 5.25346 7.42817
9.96 5.24438 7.43247
9.97 5.2353 7.43676
9.98 5.22621 7.44104
9.99 5.21711 7.44531
10 5.20801 7.44957
10.01 5.1989 7.45382
10.02 5.18978 7.45806
