t x y
68.19 -4.86099 5.27935
68.2 -4.86916 5.26971
68.21 -4.87732 5.26005
68.22 -4.88546 5.25038
68.23 -4.89359 5.24069
68.24 -4.9017 5.23099
68.25 -4.9098 5.22127
68.26 -4.91789 5.21154
68.27 -4.92596 5.2018
68.28 -4.93402 5.19204
68.29 -4.94207 5.18227
68.3 -4.95011 5.17248
68.31 -4.95813 5.16268
68.32 -4.96613 5.15287
68.33 -4.97413 5.14304
68.34 -4.98211 5.1332
68.35 -4.99007 5.12334
68.36 -4.99803 5.11347
68.37 -5.00597 5.10359
68.38 -5.01389 5.09369
68.39 -5.0218 5.08377
68.4 -5.0297 5.07385
68.41 -5.03758 5.06391
68.42 -5.04545 5.05395
68.43 -5.05331 5.04399
68.44 -5.06115 5.034
68.45 -5.06898 5.02401
68.46 -5.0768 5.014
68.47 -5.0846 5.00397
68.48 -5.09238 4.99394
68.49 -5.10016 4.98389
68.5 -5.10792 4.97382
68.51 -5.11566 4.96374
68.52 -5.12339 4.95365
68.53 -5.13111 4.94354
68.54 -5.13881 4.93342
68.55 -5.1465 4.92329
68.56 -5.15417 4.91314
68.57 -5.16183 4.90298
68.58 -5.16947 4.89281
68.59 -5.17711 4.88262
68.6 -5.18472 4.87242
68.61 -5.19232 4.86221
68.62 -5.19991 4.85198
68.63 -5.20748 4.84174
68.64 -5.21504 4.83148
68.65 -5.22259 4.82121
68.66 -5.23012 4.81093
68.67 -5.23763 4.80064
68.68 -5.24513 4.79033
68.69 -5.25262 4.78001
68.7 -5.26009 4.76967
68.71 -5.26754 4.75932
68.72 -5.27499 4.74896
68.73 -5.28241 4.73858
68.74 -5.28982 4.72819
68.75 -5.29722 4.71779
68.76 -5.3046 4.70738
68.77 -5.31197 4.69695
68.78 -5.31932 4.68651
68.79 -5.32666 4.67605
68.8 -5.33398 4.66559
68.81 -5.34129 4.6551
68.82 -5.34859 4.64461
68.83 -5.35586 4.6341
68.84 -5.36313 4.62358
68.85 -5.37037 4.61305
68.86 -5.37761 4.6025
68.87 -5.38482 4.59194
68.88 -5.39202 4.58137
68.89 -5.39921 4.57079
68.9 -5.40638 4.56019
68.91 -5.41354 4.54958
68.92 -5.42068 4.53896
68.93 -5.42781 4.52832
68.94 -5.43492 4.51767
68.95 -5.44201 4.50701
68.96 -5.44909 4.49633
68.97 -5.45615 4.48564
68.98 -5.4632 4.47494
68.99 -5.47024 4.46423
69 -5.47725 4.45351
69.01 -5.48426 4.44277
69.02 -5.49124 4.43202
69.03 -5.49821 4.42125
69.04 -5.50517 4.41048
69.05 -5.51211 4.39969
69.06 -5.51903 4.38889
69.07 -5.52594 4.37807
69.08 -5.53283 4.36725
69.09 -5.53971 4.35641
69.1 -5.54657 4.34556
69.11 -5.55341 4.33469
69.12 -5.56024 4.32382
69.13 -5.56705 4.31293
69.14 -5.57385 4.30203
69.15 -5.58063 4.29111
69.16 -5.5874 4.28019
69.17 -5.59414 4.26925
69.18 -5.60088 4.2583
69.19 -5.60759 4.24734
69.2 -5.61429 4.23636
69.21 -5.62098 4.22538
69.22 -5.62765 4.21438
69.23 -5.6343 4.20337
69.24 -5.64094 4.19234
69.25 -5.64756 4.18131
69.26 -5.65416 4.17026
69.27 -5.66075 4.1592
69.28 -5.66732 4.14813
69.29 -5.67387 4.13705
69.3 -5.68041 4.12595
69.31 -5.68693 4.11485
69.32 -5.69344 4.10373
69.33 -5.69992 4.0926
69.34 -5.7064 4.08145
69.35 -5.71285 4.0703
69.36 -5.71929 4.05913
69.37 -5.72571 4.04796
69.38 -5.73212 4.03677
69.39 -5.73851 4.02556
69.4 -5.74488 4.01435
69.41 -5.75124 4.00313
69.42 -5.75758 3.99189
69.43 -5.7639 3.98064
69.44 -5.7702 3.96938
69.45 -5.77649 3.95811
69.46 -5.78277 3.94683
69.47 -5.78902 3.93553
69.48 -5.79526 3.92423
69.49 -5.80148 3.91291
69.5 -5.80769 3.90158
69.51 -5.81387 3.89024
69.52 -5.82004 3.87889
69.53 -5.8262 3.86753
69.54 -5.83233 3.85616
69.55 -5.83845 3.84477
69.56 -5.84456 3.83337
69.57 -5.85064 3.82197
69.58 -5.85671 3.81055
69.59 -5.86276 3.79912
69.6 -5.86879 3.78768
69.61 -5.87481 3.77622
69.62 -5.88081 3.76476
69.63 -5.88679 3.75329
69.64 -5.89276 3.7418
69.65 -5.8987 3.7303
69.66 -5.90463 3.7188
69.67 -5.91055 3.70728
69.68 -5.91644 3.69575
69.69 -5.92232 3.68421
69.7 -5.92818 3.67266
69.71 -5.93402 3.6611
69.72 -5.93985 3.64952
69.73 -5.94566 3.63794
69.74 -5.95145 3.62635
69.75 -5.95722 3.61474
69.76 -5.96297 3.60313
69.77 -5.96871 3.5915
69.78 -5.97443 3.57986
69.79 -5.98013 3.56821
69.8 -5.98582 3.55656
69.81 -5.99149 3.54489
69.82 -5.99713 3.53321
69.83 -6.00277 3.52152
69.84 -6.00838 3.50982
69.85 -6.01397 3.49811
69.86 -6.01955 3.48639
69.87 -6.02511 3.47466
69.88 -6.03065 3.46292
69.89 -6.03618 3.45116
69.9 -6.04168 3.4394
69.91 -6.04717 3.42763
69.92 -6.05264 3.41585
69.93 -6.05809 3.40405
69.94 -6.06353 3.39225
69.95 -6.06894 3.38044
69.96 -6.07434 3.36862
69.97 -6.07972 3.35678
69.98 -6.08508 3.34494
69.99 -6.09043 3.33309
70 -6.09575 3.32122
70.01 -6.10106 3.30935
70.02 -6.10635 3.29747
70.03 -6.11162 3.28557
70.04 -6.11687 3.27367
70.05 -6.1221 3.26176
70.06 -6.12732 3.24984
70.07 -6.13251 3.23791
70.08 -6.13769 3.22596
70.09 -6.14285 3.21401
70.1 -6.148 3.20205
70.11 -6.15312 3.19008
70.12 -6.15822 3.1781
70.13 -6.16331 3.16611
70.14 -6.16838 3.15411
70.15 -6.17343 3.1421
70.16 -6.17846 3.13009
70.17 -6.18347 3.11806
70.18 -6.18846 3.10602
70.19 -6.19344 3.09398
70.2 -6.19839 3.08192
70.21 -6.20333 3.06985
70.22 -6.20825 3.05778
70.23 -6.21315 3.0457
70.24 -6.21803 3.0336
70.25 -6.22289 3.0215
70.26 -6.22774 3.00939
70.27 -6.23256 2.99727
70.28 -6.23737 2.98514
70.29 -6.24216 2.973
70.3 -6.24692 2.96086
70.31 -6.25167 2.9487
70.32 -6.2564 2.93654
70.33 -6.26112 2.92436
70.34 -6.26581 2.91218
70.35 -6.27048 2.89999
70.36 -6.27514 2.88779
70.37 -6.27977 2.87558
70.38 -6.28439 2.86336
70.39 -6.28899 2.85114
70.4 -6.29356 2.8389
70.41 -6.29812 2.82666
70.42 -6.30266 2.8144
70.43 -6.30718 2.80214
70.44 -6.31169 2.78987
70.45 -6.31617 2.7776
70.46 -6.32063 2.76531
70.47 -6.32508 2.75301
70.48 -6.3295 2.74071
70.49 -6.33391 2.7284
70.5 -6.33829 2.71608
70.51 -6.34266 2.70375
70.52 -6.34701 2.69142
70.53 -6.35133 2.67907
70.54 -6.35564 2.66672
70.55 -6.35993 2.65436
70.56 -6.3642 2.64199
70.57 -6.36845 2.62961
70.58 -6.37268 2.61723
70.59 -6.37689 2.60483
70.6 -6.38109 2.59243
70.61 -6.38526 2.58002
70.62 -6.38941 2.56761
70.63 -6.39354 2.55518
70.64 -6.39766 2.54275
70.65 -6.40175 2.53031
70.66 -6.40583 2.51786
70.67 -6.40988 2.5054
70.68 -6.41392 2.49294
70.69 -6.41793 2.48047
70.7 -6.42193 2.46799
70.71 -6.4259 2.4555
70.72 -6.42986 2.44301
70.73 -6.4338 2.43051
70.74 -6.43771 2.418
70.75 -6.44161 2.40548
70.76 -6.44549 2.39296
70.77 -6.44934 2.38043
70.78 -6.45318 2.36789
70.79 -6.457 2.35534
70.8 -6.4608 2.34279
70.81 -6.46458 2.33023
70.82 -6.46833 2.31766
70.83 -6.47207 2.30509
70.84 -6.47579 2.29251
70.85 -6.47949 2.27992
70.86 -6.48316 2.26732
70.87 -6.48682 2.25472
70.88 -6.49046 2.24211
70.89 -6.49408 2.22949
70.9 -6.49768 2.21687
70.91 -6.50125 2.20424
70.92 -6.50481 2.1916
70.93 -6.50835 2.17896
70.94 -6.51187 2.16631
70.95 -6.51536 2.15365
70.96 -6.51884 2.14098
70.97 -6.5223 2.12831
70.98 -6.52574 2.11564
70.99 -6.52915 2.10295
71 -6.53255 2.09026
71.01 -6.53592 2.07756
71.02 -6.53928 2.06486
71.03 -6.54262 2.05215
71.04 -6.54593 2.03944
71.05 -6.54923 2.02671
71.06 -6.5525 2.01398
71.07 -6.55575 2.00125
71.08 -6.55899 1.98851
71.09 -6.5622 1.97576
71.1 -6.56539 1.96301
71.11 -6.56857 1.95025
71.12 -6.57172 1.93748
71.13 -6.57485 1.92471
71.14 -6.57796 1.91193
71.15 -6.58105 1.89915
71.16 -6.58412 1.88636
71.17 -6.58717 1.87356
71.18 -6.5902 1.86076
71.19 -6.59321 1.84796
71.2 -6.5962 1.83514
71.21 -6.59917 1.82232
71.22 -6.60212 1.8095
71.23 -6.60504 1.79667
71.24 -6.60795 1.78383
71.25 -6.61083 1.77099
71.26 -6.6137 1.75815
71.27 -6.61654 1.7453
71.28 -6.61937 1.73244
71.29 -6.62217 1.71958
71.3 -6.62495 1.70671
71.31 -6.62771 1.69383
71.32 -6.63046 1.68095
71.33 -6.63318 1.66807
71.34 -6.63587 1.65518
71.35 -6.63855 1.64229
71.36 -6.64121 1.62939
71.37 -6.64385 1.61648
71.38 -6.64646 1.60357
71.39 -6.64906 1.59066
71.4 -6.65164 1.57774
71.41 -6.65419 1.56481
71.42 -6.65672 1.55188
71.43 -6.65923 1.53895
71.44 -6.66173 1.52601
71.45 -6.6642 1.51307
71.46 -6.66665 1.50012
71.47 -6.66908 1.48716
71.48 -6.67148 1.47421
71.49 -6.67387 1.46124
71.5 -6.67624 1.44828
71.51 -6.67858 1.4353
71.52 -6.68091 1.42233
71.53 -6.68321 1.40935
71.54 -6.68549 1.39636
71.55 -6.68775 1.38337
71.56 -6.68999 1.37038
71.57 -6.69221 1.35738
71.58 -6.69441 1.34438
71.59 -6.69659 1.33137
71.6 -6.69874 1.31836
71.61 -6.70088 1.30534
71.62 -6.70299 1.29232
71.63 -6.70508 1.2793
71.64 -6.70716 1.26627
71.65 -6.70921 1.25324
71.66 -6.71124 1.24021
71.67 -6.71325 1.22717
71.68 -6.71523 1.21412
71.69 -6.7172 1.20108
71.7 -6.71914 1.18803
71.71 -6.72107 1.17497
71.72 -6.72297 1.16191
71.73 -6.72485 1.14885
71.74 -6.72671 1.13579
71.75 -6.72855 1.12272
71.76 -6.73037 1.10965
71.77 -6.73217 1.09657
71.78 -6.73394 1.08349
71.79 -6.7357 1.07041
71.8 -6.73743 1.05732
71.81 -6.73914 1.04423
71.82 -6.74083 1.03114
71.83 -6.7425 1.01804
71.84 -6.74415 1.00494
71.85 -6.74578 0.991841
71.86 -6.74738 0.978736
71.87 -6.74897 0.965627
71.88 -6.75053 0.952515
71.89 -6.75207 0.939401
71.9 -6.75359 0.926283
71.91 -6.75509 0.913162
71.92 -6.75657 0.900039
71.93 -6.75803 0.886912
71.94 -6.75946 0.873783
71.95 -6.76088 0.860651
71.96 -6.76227 0.847517
71.97 -6.76364 0.834379
71.98 -6.76499 0.82124
71.99 -6.76632 0.808097
72 -6.76762 0.794952
72.01 -6.76891 0.781804
72.02 -6.77017 0.768654
72.03 -6.77142 0.755502
72.04 -6.77264 0.742347
72.05 -6.77384 0.72919
72.06 -6.77502 0.71603
72.07 -6.77617 0.702868
72.08 -6.77731 0.689704
72.09 -6.77842 0.676538
72.1 -6.77952 0.66337
72.11 -6.78059 0.650199
72.12 -6.78164 0.637027
72.13 -6.78267 0.623852
72.14 -6.78367 0.610676
72.15 -6.78466 0.597497
72.16 -6.78562 0.584317
72.17 -6.78657 0.571135
72.18 -6.78749 0.557951
72.19 -6.78839 0.544765
72.2 -6.78926 0.531578
72.21 -6.79012 0.518389
72.22 -6.79096 0.505198
72.23 -6.79177 0.492005
72.24 -6.79256 0.478811
72.25 -6.79333 0.465616
72.26 -6.79408 0.452419
72.27 -6.79481 0.439221
72.28 -6.79551 0.426021
72.29 -6.7962 0.41282
72.3 -6.79686 0.399617
72.31 -6.7975 0.386414
72.32 -6.79812 0.373209
72.33 -6.79872 0.360003
72.34 -6.7993 0.346795
72.35 -6.79985 0.333587
72.36 -6.80039 0.320378
72.37 -6.8009 0.307167
72.38 -6.80139 0.293956
72.39 -6.80186 0.280744
72.4 -6.80231 0.26753
72.41 -6.80273 0.254316
72.42 -6.80314 0.241102
72.43 -6.80352 0.227886
72.44 -6.80388 0.21467
72.45 -6.80422 0.201453
72.46 -6.80454 0.188235
72.47 -6.80483 0.175017
72.48 -6.80511 0.161798
72.49 -6.80536 0.148579
72.5 -6.80559 0.135359
72.51 -6.8058 0.122139
72.52 -6.80599 0.108918
72.53 -6.80616 0.095697
72.54 -6.80631 0.0824757
72.55 -6.80643 0.0692542
72.56 -6.80653 0.0560324
72.57 -6.80661 0.0428105
72.58 -6.80667 0.0295885
72.59 -6.80671 0.0163663
72.6 -6.80672 0.00314412
72.61 -6.80672 -0.0100781
72.62 -6.80669 -0.0233003
72.63 -6.80664 -0.0365224
72.64 -6.80657 -0.0497444
72.65 -6.80648 -0.0629662
72.66 -6.80637 -0.0761878
72.67 -6.80623 -0.0894092
72.68 -6.80608 -0.10263
72.69 -6.8059 -0.115851
72.7 -6.8057 -0.129072
72.71 -6.80548 -0.142292
72.72 -6.80523 -0.155511
72.73 -6.80497 -0.16873
72.74 -6.80468 -0.181949
72.75 -6.80437 -0.195167
72.76 -6.80404 -0.208384
72.77 -6.80369 -0.221601
72.78 -6.80332 -0.234817
72.79 -6.80293 -0.248032
72.8 -6.80251 -0.261246
72.81 -6.80207 -0.27446
72.82 -6.80162 -0.287673
72.83 -6.80114 -0.300884
72.84 -6.80063 -0.314095
72.85 -6.80011 -0.327305
72.86 -6.79957 -0.340514
72.87 -6.799 -0.353722
72.88 -6.79841 -0.366928
72.89 -6.7978 -0.380134
72.9 -6.79717 -0.393338
72.91 -6.79652 -0.406541
72.92 -6.79584 -0.419743
72.93 -6.79515 -0.432943
72.94 -6.79443 -0.446142
72.95 -6.79369 -0.45934
72.96 -6.79293 -0.472536
72.97 -6.79215 -0.485731
72.98 -6.79135 -0.498924
72.99 -6.79052 -0.512116
73 -6.78967 -0.525305
73.01 -6.78881 -0.538494
73.02 -6.78792 -0.55168
73.03 -6.78701 -0.564865
73.04 -6.78607 -0.578048
73.05 -6.78512 -0.591229
73.06 -6.78415 -0.604409
73.07 -6.78315 -0.617586
73.08 -6.78213 -0.630762
73.09 -6.78109 -0.643935
73.1 -6.78003 -0.657106
73.11 -6.77895 -0.670276
73.12 -6.77784 -0.683443
73.13 -6.77672 -0.696608
73.14 -6.77557 -0.709771
73.15 -6.7744 -0.722932
73.16 -6.77321 -0.73609
73.17 -6.772 -0.749246
73.18 -6.77077 -0.7624
73.19 -6.76952 -0.775551
73.2 -6.76824 -0.7887
73.21 -6.76694 -0.801846
73.22 -6.76562 -0.81499
73.23 -6.76429 -0.828131
73.24 -6.76292 -0.841269
73.25 -6.76154 -0.854405
73.26 -6.76014 -0.867538
73.27 -6.75871 -0.880669
73.28 -6.75727 -0.893796
73.29 -6.7558 -0.906921
73.3 -6.75431 -0.920043
73.31 -6.7528 -0.933162
73.32 -6.75127 -0.946279
73.33 -6.74972 -0.959392
73.34 -6.74814 -0.972502
73.35 -6.74655 -0.985609
73.36 -6.74493 -0.998713
73.37 -6.74329 -1.01181
73.38 -6.74163 -1.02491
73.39 -6.73995 -1.03801
73.4 -6.73825 -1.0511
73.41 -6.73653 -1.06418
73.42 -6.73478 -1.07727
73.43 -6.73302 -1.09035
73.44 -6.73123 -1.10343
73.45 -6.72942 -1.1165
73.46 -6.72759 -1.12957
73.47 -6.72574 -1.14264
73.48 -6.72387 -1.1557
73.49 -6.72198 -1.16876
73.5 -6.72006 -1.18182
73.51 -6.71813 -1.19487
73.52 -6.71617 -1.20792
73.53 -6.71419 -1.22096
73.54 -6.7122 -1.23401
73.55 -6.71018 -1.24704
73.56 -6.70814 -1.26008
73.57 -6.70607 -1.27311
73.58 -6.70399 -1.28613
73.59 -6.70189 -1.29915
73.6 -6.69976 -1.31217
73.61 -6.69762 -1.32518
73.62 -6.69545 -1.33819
73.63 -6.69326 -1.3512
73.64 -6.69105 -1.3642
73.65 -6.68882 -1.37719
73.66 -6.68657 -1.39018
73.67 -6.6843 -1.40317
73.68 -6.68201 -1.41615
73.69 -6.67969 -1.42913
73.7 -6.67736 -1.44211
73.71 -6.675 -1.45508
73.72 -6.67262 -1.46804
73.73 -6.67022 -1.481
73.74 -6.66781 -1.49396
73.75 -6.66537 -1.50691
73.76 -6.66291 -1.51985
73.77 -6.66042 -1.5328
73.78 -6.65792 -1.54573
73.79 -6.6554 -1.55866
73.8 -6.65285 -1.57159
73.81 -6.65029 -1.58451
73.82 -6.6477 -1.59743
73.83 -6.6451 -1.61034
73.84 -6.64247 -1.62325
73.85 -6.63982 -1.63615
73.86 -6.63715 -1.64905
73.87 -6.63446 -1.66194
73.88 -6.63175 -1.67483
73.89 -6.62902 -1.68771
73.9 -6.62627 -1.70059
73.91 -6.6235 -1.71346
73.92 -6.62071 -1.72632
73.93 -6.61789 -1.73918
73.94 -6.61506 -1.75204
73.95 -6.6122 -1.76489
73.96 -6.60933 -1.77773
73.97 -6.60643 -1.79057
73.98 -6.60351 -1.8034
73.99 -6.60058 -1.81623
74 -6.59762 -1.82905
74.01 -6.59464 -1.84186
74.02 -6.59164 -1.85467
74.03 -6.58862 -1.86748
74.04 -6.58558 -1.88027
74.05 -6.58252 -1.89307
74.06 -6.57944 -1.90585
74.07 -6.57634 -1.91863
74.08 -6.57321 -1.93141
74.09 -6.57007 -1.94418
74.1 -6.56691 -1.95694
74.11 -6.56373 -1.9697
74.12 -6.56052 -1.98245
74.13 -6.5573 -1.99519
74.14 -6.55405 -2.00793
74.15 -6.55079 -2.02066
74.16 -6.5475 -2.03339
74.17 -6.5442 -2.0461
74.18 -6.54087 -2.05882
74.19 -6.53753 -2.07152
74.2 -6.53416 -2.08422
74.21 -6.53077 -2.09692
74.22 -6.52737 -2.1096
74.23 -6.52394 -2.12228
74.24 -6.52049 -2.13496
74.25 -6.51702 -2.14763
74.26 -6.51354 -2.16029
74.27 -6.51003 -2.17294
74.28 -6.5065 -2.18559
74.29 -6.50295 -2.19823
74.3 -6.49938 -2.21086
74.31 -6.4958 -2.22349
74.32 -6.49219 -2.23611
74.33 -6.48856 -2.24872
74.34 -6.48491 -2.26133
74.35 -6.48124 -2.27393
74.36 -6.47755 -2.28652
74.37 -6.47385 -2.2991
74.38 -6.47012 -2.31168
74.39 -6.46637 -2.32425
74.4 -6.4626 -2.33682
74.41 -6.45881 -2.34937
74.42 -6.455 -2.36192
74.43 -6.45118 -2.37446
74.44 -6.44733 -2.387
74.45 -6.44346 -2.39953
74.46 -6.43957 -2.41205
74.47 -6.43567 -2.42456
74.48 -6.43174 -2.43706
74.49 -6.42779 -2.44956
74.5 -6.42382 -2.46205
74.51 -6.41984 -2.47453
74.52 -6.41583 -2.48701
74.53 -6.41181 -2.49948
74.54 -6.40776 -2.51194
74.55 -6.4037 -2.52439
74.56 -6.39961 -2.53683
74.57 -6.39551 -2.54927
74.58 -6.39138 -2.5617
74.59 -6.38724 -2.57412
74.6 -6.38308 -2.58653
74.61 -6.37889 -2.59894
74.62 -6.37469 -2.61133
74.63 -6.37047 -2.62372
74.64 -6.36623 -2.6361
74.65 -6.36197 -2.64848
74.66 -6.35769 -2.66084
74.67 -6.35339 -2.6732
74.68 -6.34907 -2.68555
74.69 -6.34473 -2.69789
74.7 -6.34037 -2.71022
74.71 -6.336 -2.72254
74.72 -6.3316 -2.73486
74.73 -6.32719 -2.74716
74.74 -6.32275 -2.75946
74.75 -6.3183 -2.77175
74.76 -6.31382 -2.78404
74.77 -6.30933 -2.79631
74.78 -6.30482 -2.80857
74.79 -6.30029 -2.82083
74.8 -6.29574 -2.83308
74.81 -6.29117 -2.84532
74.82 -6.28658 -2.85755
74.83 -6.28197 -2.86977
74.84 -6.27735 -2.88198
74.85 -6.2727 -2.89419
74.86 -6.26804 -2.90638
74.87 -6.26335 -2.91857
74.88 -6.25865 -2.93075
74.89 -6.25393 -2.94292
74.9 -6.24919 -2.95508
74.91 -6.24443 -2.96723
74.92 -6.23965 -2.97937
74.93 -6.23486 -2.9915
74.94 -6.23004 -3.00363
74.95 -6.2252 -3.01574
74.96 -6.22035 -3.02785
74.97 -6.21548 -3.03995
74.98 -6.21059 -3.05203
74.99 -6.20568 -3.06411
75 -6.20075 -3.07618
75.01 -6.1958 -3.08824
75.02 -6.19084 -3.10029
75.03 -6.18585 -3.11233
75.04 -6.18085 -3.12437
75.05 -6.17583 -3.13639
75.06 -6.17079 -3.1484
75.07 -6.16573 -3.16041
75.08 -6.16065 -3.1724
75.09 -6.15555 -3.18439
75.1 -6.15044 -3.19636
75.11 -6.14531 -3.20833
75.12 -6.14015 -3.22028
75.13 -6.13498 -3.23223
75.14 -6.1298 -3.24416
75.15 -6.12459 -3.25609
75.16 -6.11936 -3.26801
75.17 -6.11412 -3.27992
75.18 -6.10886 -3.29181
75.19 -6.10358 -3.3037
75.2 -6.09828 -3.31558
75.21 -6.09297 -3.32745
75.22 -6.08763 -3.3393
75.23 -6.08228 -3.35115
75.24 -6.07691 -3.36299
75.25 -6.07152 -3.37482
75.26 -6.06611 -3.38663
75.27 -6.06069 -3.39844
75.28 -6.05524 -3.41024
75.29 -6.04978 -3.42203
75.3 -6.0443 -3.4338
75.31 -6.0388 -3.44557
75.32 -6.03329 -3.45733
75.33 -6.02775 -3.46907
75.34 -6.0222 -3.48081
75.35 -6.01663 -3.49254
75.36 -6.01105 -3.50425
75.37 -6.00544 -3.51596
75.38 -5.99982 -3.52765
75.39 -5.99418 -3.53934
75.4 -5.98852 -3.55101
75.41 -5.98285 -3.56267
75.42 -5.97715 -3.57432
75.43 -5.97144 -3.58597
75.44 -5.96571 -3.5976
75.45 -5.95996 -3.60922
75.46 -5.9542 -3.62083
75.47 -5.94842 -3.63243
75.48 -5.94262 -3.64402
75.49 -5.9368 -3.65559
75.5 -5.93097 -3.66716
75.51 -5.92511 -3.67872
75.52 -5.91925 -3.69026
75.53 -5.91336 -3.7018
75.54 -5.90745 -3.71332
75.55 -5.90153 -3.72483
75.56 -5.89559 -3.73634
75.57 -5.88964 -3.74783
75.58 -5.88366 -3.75931
75.59 -5.87767 -3.77077
75.6 -5.87166 -3.78223
75.61 -5.86564 -3.79368
75.62 -5.8596 -3.80511
75.63 -5.85354 -3.81654
75.64 -5.84746 -3.82795
75.65 -5.84136 -3.83935
75.66 -5.83525 -3.85074
75.67 -5.82912 -3.86212
75.68 -5.82298 -3.87349
75.69 -5.81682 -3.88485
75.7 -5.81064 -3.89619
75.71 -5.80444 -3.90753
75.72 -5.79823 -3.91885
75.73 -5.792 -3.93016
75.74 -5.78575 -3.94146
75.75 -5.77949 -3.95275
75.76 -5.7732 -3.96402
75.77 -5.76691 -3.97529
75.78 -5.76059 -3.98654
75.79 -5.75426 -3.99778
75.8 -5.74791 -4.00902
75.81 -5.74155 -4.02023
75.82 -5.73517 -4.03144
75.83 -5.72877 -4.04264
75.84 -5.72235 -4.05382
75.85 -5.71592 -4.06499
75.86 -5.70948 -4.07615
75.87 -5.70301 -4.0873
75.88 -5.69653 -4.09844
75.89 -5.69003 -4.10956
75.9 -5.68352 -4.12067
75.91 -5.67699 -4.13177
75.92 -5.67044 -4.14286
75.93 -5.66388 -4.15394
75.94 -5.6573 -4.165
75.95 -5.6507 -4.17606
75.96 -5.64409 -4.1871
75.97 -5.63746 -4.19813
75.98 -5.63082 -4.20914
75.99 -5.62416 -4.22015
76 -5.61748 -4.23114
76.01 -5.61079 -4.24212
76.02 -5.60408 -4.25309
76.03 -5.59736 -4.26404
76.04 -5.59061 -4.27499
76.05 -5.58386 -4.28592
76.06 -5.57708 -4.29684
76.07 -5.57029 -4.30774
76.08 -5.56349 -4.31864
76.09 -5.55667 -4.32952
76.1 -5.54983 -4.34039
76.11 -5.54298 -4.35125
76.12 -5.53611 -4.36209
76.13 -5.52923 -4.37293
76.14 -5.52232 -4.38375
76.15 -5.51541 -4.39455
76.16 -5.50848 -4.40535
76.17 -5.50153 -4.41613
76.18 -5.49457 -4.4269
76.19 -5.48759 -4.43766
76.2 -5.48059 -4.4484
76.21 -5.47358 -4.45913
76.22 -5.46656 -4.46985
76.23 -5.45952 -4.48056
76.24 -5.45246 -4.49125
76.25 -5.44539 -4.50193
76.26 -5.4383 -4.5126
76.27 -5.4312 -4.52326
76.28 -5.42408 -4.5339
76.29 -5.41695 -4.54453
76.3 -5.4098 -4.55515
76.31 -5.40263 -4.56575
76.32 -5.39545 -4.57634
76.33 -5.38826 -4.58692
76.34 -5.38105 -4.59748
76.35 -5.37382 -4.60804
76.36 -5.36658 -4.61858
76.37 -5.35933 -4.6291
76.38 -5.35206 -4.63962
76.39 -5.34477 -4.65012
76.4 -5.33747 -4.6606
76.41 -5.33015 -4.67108
76.42 -5.32282 -4.68154
76.43 -5.31548 -4.69199
76.44 -5.30812 -4.70242
76.45 -5.30074 -4.71284
76.46 -5.29335 -4.72325
76.47 -5.28595 -4.73364
76.48 -5.27853 -4.74403
76.49 -5.27109 -4.75439
76.5 -5.26364 -4.76475
76.51 -5.25618 -4.77509
76.52 -5.2487 -4.78542
76.53 -5.24121 -4.79574
76.54 -5.2337 -4.80604
76.55 -5.22618 -4.81633
76.56 -5.21864 -4.8266
76.57 -5.21109 -4.83686
76.58 -5.20352 -4.84711
76.59 -5.19594 -4.85735
76.6 -5.18835 -4.86757
76.61 -5.18074 -4.87777
76.62 -5.17311 -4.88797
76.63 -5.16548 -4.89815
76.64 -5.15782 -4.90832
76.65 -5.15016 -4.91847
76.66 -5.14248 -4.92861
76.67 -5.13478 -4.93873
76.68 -5.12707 -4.94885
76.69 -5.11935 -4.95895
76.7 -5.11161 -4.96903
76.71 -5.10386 -4.9791
76.72 -5.09609 -4.98916
76.73 -5.08831 -4.9992
76.74 -5.08052 -5.00923
76.75 -5.07271 -5.01925
76.76 -5.06489 -5.02925
76.77 -5.05705 -5.03924
76.78 -5.0492 -5.04922
76.79 -5.04134 -5.05918
76.8 -5.03346 -5.06912
76.81 -5.02557 -5.07906
76.82 -5.01766 -5.08898
76.83 -5.00975 -5.09888
76.84 -5.00181 -5.10877
76.85 -4.99387 -5.11865
76.86 -4.98591 -5.12851
76.87 -4.97793 -5.13836
76.88 -4.96995 -5.1482
76.89 -4.96195 -5.15802
76.9 -4.95393 -5.16783
76.91 -4.9459 -5.17762
76.92 -4.93786 -5.1874
76.93 -4.92981 -5.19716
76.94 -4.92174 -5.20691
76.95 -4.91366 -5.21665
76.96 -4.90556 -5.22637
76.97 -4.89746 -5.23608
76.98 -4.88933 -5.24577
76.99 -4.8812 -5.25545
77 -4.87305 -5.26512
77.01 -4.86489 -5.27477
77.02 -4.85672 -5.28441
77.03 -4.84853 -5.29403
77.04 -4.84033 -5.30364
77.05 -4.83211 -5.31323
77.06 -4.82389 -5.32281
77.07 -4.81565 -5.33238
77.08 -4.8074 -5.34193
77.09 -4.79913 -5.35147
77.1 -4.79085 -5.36099
77.11 -4.78256 -5.37049
77.12 -4.77426 -5.37999
77.13 -4.76594 -5.38947
77.14 -4.75761 -5.39893
77.15 -4.74927 -5.40838
77.16 -4.74091 -5.41782
77.17 -4.73254 -5.42724
77.18 -4.72416 -5.43664
77.19 -4.71577 -5.44604
77.2 -4.70736 -5.45541
77.21 -4.69894 -5.46478
