t V T
39.12 -1.08574 0.490737
39.13 -1.08554 0.490545
39.14 -1.08535 0.490353
39.15 -1.08516 0.490161
39.16 -1.08497 0.489969
39.17 -1.08478 0.489778
39.18 -1.08459 0.489587
39.19 -1.0844 0.489396
39.2 -1.08421 0.489206
39.21 -1.08402 0.489015
39.22 -1.08383 0.488825
39.23 -1.08364 0.488635
39.24 -1.08345 0.488446
39.25 -1.08326 0.488256
39.26 -1.08307 0.488067
39.27 -1.08288 0.487878
39.28 -1.08269 0.487689
39.29 -1.0825 0.487501
39.3 -1.08231 0.487313
39.31 -1.08212 0.487125
39.32 -1.08194 0.486937
39.33 -1.08175 0.486749
39.34 -1.08156 0.486562
39.35 -1.08138 0.486375
39.36 -1.08119 0.486188
39.37 -1.081 0.486002
39.38 -1.08082 0.485815
39.39 -1.08063 0.485629
39.4 -1.08044 0.485443
39.41 -1.08026 0.485258
39.42 -1.08007 0.485072
39.43 -1.07989 0.484887
39.44 -1.0797 0.484702
39.45 -1.07952 0.484517
39.46 -1.07933 0.484333
39.47 -1.07915 0.484149
39.48 -1.07896 0.483964
39.49 -1.07878 0.483781
39.5 -1.0786 0.483597
39.51 -1.07841 0.483414
39.52 -1.07823 0.483231
39.53 -1.07805 0.483048
39.54 -1.07787 0.482865
39.55 -1.07768 0.482683
39.56 -1.0775 0.482501
39.57 -1.07732 0.482319
39.58 -1.07714 0.482137
39.59 -1.07696 0.481956
39.6 -1.07677 0.481774
39.61 -1.07659 0.481593
39.62 -1.07641 0.481413
39.63 -1.07623 0.481232
39.64 -1.07605 0.481052
39.65 -1.07587 0.480872
39.66 -1.07569 0.480692
39.67 -1.07551 0.480512
39.68 -1.07533 0.480333
39.69 -1.07515 0.480154
39.7 -1.07497 0.479975
39.71 -1.0748 0.479796
39.72 -1.07462 0.479618
39.73 -1.07444 0.47944
39.74 -1.07426 0.479262
39.75 -1.07408 0.479084
39.76 -1.07391 0.478906
39.77 -1.07373 0.478729
39.78 -1.07355 0.478552
39.79 -1.07338 0.478375
39.8 -1.0732 0.478199
39.81 -1.07302 0.478022
39.82 -1.07285 0.477846
39.83 -1.07267 0.47767
39.84 -1.07249 0.477495
39.85 -1.07232 0.477319
39.86 -1.07214 0.477144
39.87 -1.07197 0.476969
39.88 -1.07179 0.476794
39.89 -1.07162 0.47662
39.9 -1.07145 0.476446
39.91 -1.07127 0.476271
39.92 -1.0711 0.476098
39.93 -1.07092 0.475924
39.94 -1.07075 0.475751
39.95 -1.07058 0.475578
39.96 -1.0704 0.475405
39.97 -1.07023 0.475232
39.98 -1.07006 0.47506
39.99 -1.06989 0.474887
40 -1.06972 0.474715
40.01 -1.06954 0.474544
40.02 -1.06937 0.474372
40.03 -1.0692 0.474201
40.04 -1.06903 0.47403
40.05 -1.06886 0.473859
40.06 -1.06869 0.473688
40.07 -1.06852 0.473518
40.08 -1.06835 0.473348
40.09 -1.06818 0.473178
40.1 -1.06801 0.473008
40.11 -1.06784 0.472839
40.12 -1.06767 0.47267
40.13 -1.0675 0.472501
40.14 -1.06733 0.472332
40.15 -1.06716 0.472164
40.16 -1.067 0.471995
40.17 -1.06683 0.471827
40.18 -1.06666 0.471659
40.19 -1.06649 0.471492
40.2 -1.06632 0.471324
40.21 -1.06616 0.471157
40.22 -1.06599 0.47099
40.23 -1.06582 0.470824
40.24 -1.06566 0.470657
40.25 -1.06549 0.470491
40.26 -1.06532 0.470325
40.27 -1.06516 0.470159
40.28 -1.06499 0.469994
40.29 -1.06483 0.469828
40.3 -1.06466 0.469663
40.31 -1.0645 0.469498
40.32 -1.06433 0.469334
40.33 -1.06417 0.469169
40.34 -1.064 0.469005
40.35 -1.06384 0.468841
40.36 -1.06368 0.468677
40.37 -1.06351 0.468514
40.38 -1.06335 0.468351
40.39 -1.06319 0.468187
40.4 -1.06302 0.468025
40.41 -1.06286 0.467862
40.42 -1.0627 0.4677
40.43 -1.06254 0.467538
40.44 -1.06238 0.467376
40.45 -1.06221 0.467214
40.46 -1.06205 0.467052
40.47 -1.06189 0.466891
40.48 -1.06173 0.46673
40.49 -1.06157 0.466569
40.5 -1.06141 0.466409
40.51 -1.06125 0.466249
40.52 -1.06109 0.466088
40.53 -1.06093 0.465929
40.54 -1.06077 0.465769
40.55 -1.06061 0.46561
40.56 -1.06045 0.46545
40.57 -1.06029 0.465291
40.58 -1.06013 0.465133
40.59 -1.05997 0.464974
40.6 -1.05982 0.464816
40.61 -1.05966 0.464658
40.62 -1.0595 0.4645
40.63 -1.05934 0.464342
40.64 -1.05918 0.464185
40.65 -1.05903 0.464028
40.66 -1.05887 0.463871
40.67 -1.05871 0.463714
40.68 -1.05856 0.463558
40.69 -1.0584 0.463401
40.7 -1.05825 0.463245
40.71 -1.05809 0.46309
40.72 -1.05793 0.462934
40.73 -1.05778 0.462779
40.74 -1.05762 0.462623
40.75 -1.05747 0.462469
40.76 -1.05731 0.462314
40.77 -1.05716 0.462159
40.78 -1.05701 0.462005
40.79 -1.05685 0.461851
40.8 -1.0567 0.461697
40.81 -1.05654 0.461544
40.82 -1.05639 0.46139
40.83 -1.05624 0.461237
40.84 -1.05608 0.461084
40.85 -1.05593 0.460932
40.86 -1.05578 0.460779
40.87 -1.05563 0.460627
40.88 -1.05548 0.460475
40.89 -1.05532 0.460323
40.9 -1.05517 0.460172
40.91 -1.05502 0.460021
40.92 -1.05487 0.459869
40.93 -1.05472 0.459719
40.94 -1.05457 0.459568
40.95 -1.05442 0.459417
40.96 -1.05427 0.459267
40.97 -1.05412 0.459117
40.98 -1.05397 0.458967
40.99 -1.05382 0.458818
41 -1.05367 0.458669
41.01 -1.05352 0.45852
41.02 -1.05337 0.458371
41.03 -1.05322 0.458222
41.04 -1.05307 0.458074
41.05 -1.05293 0.457925
41.06 -1.05278 0.457777
41.07 -1.05263 0.45763
41.08 -1.05248 0.457482
41.09 -1.05233 0.457335
41.1 -1.05219 0.457188
41.11 -1.05204 0.457041
41.12 -1.05189 0.456894
41.13 -1.05175 0.456748
41.14 -1.0516 0.456602
41.15 -1.05146 0.456456
41.16 -1.05131 0.45631
41.17 -1.05116 0.456164
41.18 -1.05102 0.456019
41.19 -1.05087 0.455874
41.2 -1.05073 0.455729
41.21 -1.05058 0.455584
41.22 -1.05044 0.45544
41.23 -1.0503 0.455296
41.24 -1.05015 0.455152
41.25 -1.05001 0.455008
41.26 -1.04986 0.454864
41.27 -1.04972 0.454721
41.28 -1.04958 0.454578
41.29 -1.04944 0.454435
41.3 -1.04929 0.454292
41.31 -1.04915 0.45415
41.32 -1.04901 0.454008
41.33 -1.04887 0.453866
41.34 -1.04872 0.453724
41.35 -1.04858 0.453582
41.36 -1.04844 0.453441
41.37 -1.0483 0.4533
41.38 -1.04816 0.453159
41.39 -1.04802 0.453018
41.4 -1.04788 0.452878
41.41 -1.04774 0.452738
41.42 -1.0476 0.452598
41.43 -1.04746 0.452458
41.44 -1.04732 0.452318
41.45 -1.04718 0.452179
41.46 -1.04704 0.45204
41.47 -1.0469 0.451901
41.48 -1.04676 0.451762
41.49 -1.04662 0.451624
41.5 -1.04649 0.451486
41.51 -1.04635 0.451347
41.52 -1.04621 0.45121
41.53 -1.04607 0.451072
41.54 -1.04593 0.450935
41.55 -1.0458 0.450797
41.56 -1.04566 0.450661
41.57 -1.04552 0.450524
41.58 -1.04539 0.450387
41.59 -1.04525 0.450251
41.6 -1.04511 0.450115
41.61 -1.04498 0.449979
41.62 -1.04484 0.449843
41.63 -1.04471 0.449708
41.64 -1.04457 0.449573
41.65 -1.04444 0.449438
41.66 -1.0443 0.449303
41.67 -1.04417 0.449169
41.68 -1.04403 0.449034
41.69 -1.0439 0.4489
41.7 -1.04377 0.448766
41.71 -1.04363 0.448633
41.72 -1.0435 0.448499
41.73 -1.04337 0.448366
41.74 -1.04323 0.448233
41.75 -1.0431 0.4481
41.76 -1.04297 0.447967
41.77 -1.04284 0.447835
41.78 -1.0427 0.447703
41.79 -1.04257 0.447571
41.8 -1.04244 0.447439
41.81 -1.04231 0.447308
41.82 -1.04218 0.447176
41.83 -1.04205 0.447045
41.84 -1.04191 0.446915
41.85 -1.04178 0.446784
41.86 -1.04165 0.446653
41.87 -1.04152 0.446523
41.88 -1.04139 0.446393
41.89 -1.04126 0.446264
41.9 -1.04113 0.446134
41.91 -1.041 0.446005
41.92 -1.04088 0.445876
41.93 -1.04075 0.445747
41.94 -1.04062 0.445618
41.95 -1.04049 0.445489
41.96 -1.04036 0.445361
41.97 -1.04023 0.445233
